fid,ID,Volume..L.,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,plot_id,tree_id
110,AM1_MT_Grenfell_1.0210,127.491234,6.40053079,126.91,"1.88",11,"5",4,7.01196289,false,false,false,false,false,34.8554992675781,-1.36393022537231,266.485717773438,-31.3026720798073,145.308292309755,266.485813067295,AM1_MT_Grenfell_1,210
111,AM1_MT_Grenfell_1.0410,122.733772,12.5225857,124.16,"3.09",12,"0",4,6.31271362,false,false,false,false,false,-7.58952808380127,-58.6980056762695,265.645294189453,-31.3031891656787,145.307846482797,265.645569870248,AM1_MT_Grenfell_1,410
112,AM1_MT_Grenfell_1.0452,121.861603,15.5363917,124.07,"7.58",16,"0",4,7.34796143,false,false,false,false,false,5.97145557403564,8.49195003509521,265.097839355469,-31.302583191952,145.307988922641,265.097847823985,AM1_MT_Grenfell_1,452
113,AM1_MT_Grenfell_1.0332,118.125061,14.0782461,118.2,"0.22",14,"0",4,5.64141846,false,false,false,false,false,3.70474052429199,26.6834831237793,262.756866455078,-31.302419125791,145.307965113887,262.756923567504,AM1_MT_Grenfell_1,332
114,AM1_MT_Grenfell_1.0560,116.775276,13.6685863,116.98,"0.75",14,"0",4,7.62722778,false,false,false,false,false,24.7170505523682,-2.66451168060303,266.302307128906,-31.3026838097688,145.308185819365,266.302355534397,AM1_MT_Grenfell_1,560
115,AM1_MT_Grenfell_1.0165,115.656334,14.2635971,116.17,"1.51",15,"0",4,5.43609619,false,false,false,false,false,16.2271270751953,-2.53794169425964,266.040954589844,-31.3026826684079,145.308096644411,266.040975718759,AM1_MT_Grenfell_1,165
116,AM1_MT_Grenfell_1.0146,114.917366,10.7543603,115.31,"1.09",14,"2",4,5.46646118,false,false,false,false,false,7.83396434783936,-46.4722480773926,266.3916015625,-31.3030789037954,145.308008486128,266.391776342876,AM1_MT_Grenfell_1,146
117,AM1_MT_Grenfell_1.0244,113.785652,14.5692199,114.34,"0.77",15,"0",4,6.10070801,false,false,false,false,false,13.4314622879028,-7.91650629043579,266.101226806641,-31.3027311767162,145.308067279871,266.101245867088,AM1_MT_Grenfell_1,244
118,AM1_MT_Grenfell_1.0259,111.270828,14.1271681,110.95,"3.97",14,"1",4,7.82727051,false,false,false,false,false,-6.99371480941772,-47.7076072692871,265.752685546875,-31.3030900453174,145.307852741108,265.752868507057,AM1_MT_Grenfell_1,259
119,AM1_MT_Grenfell_1.0024,104.994225,20.6527099,103.66,"9.3",19,"8",4,2.33581543,false,false,false,false,false,16.5562019348145,10.2234220504761,264.943817138672,-31.3025675760208,145.308100100708,264.94384683203,AM1_MT_Grenfell_1,24
120,AM1_MT_Grenfell_1.0155,96.6009445,12.6020685,97.02,"0.72",12,"0",4,4.9364624,false,false,false,false,false,43.7472305297852,15.1668109893799,265.410797119141,-31.3025229918127,145.308385704491,265.410965111107,AM1_MT_Grenfell_1,155
121,AM1_MT_Grenfell_1.0242,93.4609604,19.3939403,92.82,"3.31",18,"1",4,4.06604004,false,false,false,false,false,-29.0801849365234,-13.7921028137207,264.507659912109,-31.3027841673725,145.307620753056,264.507741112262,AM1_MT_Grenfell_1,242
122,AM1_MT_Grenfell_1.0514,93.0367203,12.7970815,92.95,"0.62",13,"1",4,6.55728149,false,false,false,false,false,23.1694297790527,11.1604776382446,265.011627197266,-31.3025591247774,145.308169563468,265.011679043062,AM1_MT_Grenfell_1,514
123,AM1_MT_Grenfell_1.0529,90.183815,13.6308193,89.15,"2.25",14,"0",4,6.5586853,false,false,false,false,false,20.291955947876,-3.27192234992981,266.16650390625,-31.3026892879786,145.308139339855,266.166536997072,AM1_MT_Grenfell_1,529
124,AM1_MT_Grenfell_1.0396,89.3809967,4.84859347,165.49,"102.75",14,"8",4,1.90170288,false,false,false,false,false,-12.8927431106567,-57.3939094543457,265.508117675781,-31.3031774042422,145.307790779535,265.508389949799,AM1_MT_Grenfell_1,396
125,AM1_MT_Grenfell_1.0636,87.8074265,19.0019682,88.88,"1.6",16,"4",4,5.34066772,false,false,false,false,false,-19.6272850036621,-5.27953672409058,264.934448242188,-31.3027073942994,145.307720043071,264.934480605647,AM1_MT_Grenfell_1,636
126,AM1_MT_Grenfell_1.0544,87.002533,13.4478897,87.08,"0.55",13,"0",4,5.40026855,false,false,false,false,false,31.9233169555664,-10.5247802734375,266.968231201172,-31.3027546998804,145.308261511489,266.968319732696,AM1_MT_Grenfell_1,544
127,AM1_MT_Grenfell_1.0022,82.9028702,15.6190544,82.27,"2.08",15,"1",4,1.94616699,false,false,false,false,false,12.6781015396118,-1.76755332946777,265.731323242188,-31.3026757204634,145.308059366779,265.731336075813,AM1_MT_Grenfell_1,22
128,AM1_MT_Grenfell_1.0079,82.8545151,7.90804327,84.22,"2.25",9,"1",4,5.8710022,false,false,false,false,false,-58.0049743652344,2.63837075233459,263.366668701172,-31.3026359828668,145.3073169384,263.366932757199,AM1_MT_Grenfell_1,79
129,AM1_MT_Grenfell_1.0196,80.4515991,12.1459112,79.99,"0.79",12,"0",4,6.06750488,false,false,false,false,false,-32.4326934814453,36.879467010498,262.193572998047,-31.3023271695818,145.307585541043,262.193762423471,AM1_MT_Grenfell_1,196
130,AM1_MT_Grenfell_1.0913,77.0012283,9.49503258,77.23,"0.43",10,"0",4,4.72979736,false,false,false,false,false,1.22265923023224,0.848865151405334,265.461730957031,-31.3026521235387,145.307939043125,265.461731129326,AM1_MT_Grenfell_1,913
131,AM1_MT_Grenfell_1.0623,75.8532944,10.926462,75.24,"1.18",11,"0",4,4.72244263,false,false,false,false,false,26.8529109954834,-33.5713005065918,267.224700927734,-31.3029625522387,145.308208254428,267.224846101366,AM1_MT_Grenfell_1,623
132,AM1_MT_Grenfell_1.0479,75.655014,10.3275046,76.95,"1.98",12,"2",4,5.45498657,false,false,false,false,false,-20.6016235351562,17.4971122741699,264.105529785156,-31.3025019758636,145.307709809422,264.105587118305,AM1_MT_Grenfell_1,479
133,AM1_MT_Grenfell_1.0453,69.1965027,12.5053421,69.29,"0.88",12,"1",4,6.66204834,false,false,false,false,false,11.8911714553833,-3.8476550579071,265.777069091797,-31.3026944805229,145.308051101186,265.777081330307,AM1_MT_Grenfell_1,453
134,AM1_MT_Grenfell_1.0946,66.1243362,11.5605272,65.82,"0.58",13,"1",4,5.61868286,false,false,false,false,false,-8.42755794525146,13.1842966079712,264.366302490234,-31.3025408725152,145.307837680988,264.36632173229,AM1_MT_Grenfell_1,946
135,AM1_MT_Grenfell_1.0119,65.4377289,11.3194957,66.01,"1.09",11,"0",4,5.44775391,false,false,false,false,false,-33.2592582702637,37.1150817871094,262.237365722656,-31.3023250445935,145.307576859155,262.2375607742,AM1_MT_Grenfell_1,119
136,AM1_MT_Grenfell_1.0415,63.1086349,16.5415213,59.35,"9.56",11,"5",4,1.53060913,false,false,false,false,false,-19.0426750183105,-44.0530319213867,265.515594482422,-31.3030570852628,145.307726182876,265.515775620006,AM1_MT_Grenfell_1,415
137,AM1_MT_Grenfell_1.0304,59.9597206,15.2265146,59.92,"3.21",13,"3",4,3.24859619,false,false,false,false,false,-0.439751595258713,38.6266937255859,262.874664306641,-31.3023114121477,145.307921581806,262.874781749211,AM1_MT_Grenfell_1,304
138,AM1_MT_Grenfell_1.0949,57.8073921,12.1096857,58.32,"2.09",12,"0",4,4.27304077,false,false,false,false,false,-15.6648654937744,-9.06631183624268,265.010986328125,-31.3027415465844,145.307761662795,265.011012014002,AM1_MT_Grenfell_1,949
139,AM1_MT_Grenfell_1.0474,53.5970268,6.85834438,53.26,"1.91",7,"1",4,4.86639404,false,false,false,false,false,-18.770881652832,24.2805194854736,262.462585449219,-31.3024407975295,145.307729038892,262.462659442797,AM1_MT_Grenfell_1,474
140,AM1_MT_Grenfell_1.0719,51.3738213,9.35667604,50.67,"1.3",9,"1",4,5.58621216,false,false,false,false,false,16.4057216644287,4.26533651351929,265.453369140625,-31.3026213109011,145.308098520206,265.453391650692,AM1_MT_Grenfell_1,719
141,AM1_MT_Grenfell_1.0257,50.6057854,11.3174371,51.12,"1.57",12,"1",4,4.43710327,false,false,false,false,false,-7.47491121292114,-54.0037307739258,265.652252197266,-31.3031468288874,145.307847686731,265.652486103587,AM1_MT_Grenfell_1,257
142,AM1_MT_Grenfell_1.0254,48.28936,17.8414598,47.61,"7.42",13,"3",4,2.37564087,false,false,false,false,false,-20.4672412872314,16.3446006774902,264.309753417969,-31.3025123701618,145.307711220904,264.309807250276,AM1_MT_Grenfell_1,254
143,AM1_MT_Grenfell_1.0221,45.3024826,5.41914441,46.61,"2.59",5,"0",4,5.13473511,false,false,false,false,false,8.19837284088135,-28.1673450469971,266.175415039062,-31.3029138153036,145.308012313607,266.175482745282,AM1_MT_Grenfell_1,221
144,AM1_MT_Grenfell_1.0625,41.4472694,12.5105664,41.66,"0.72",12,"1",4,4.7505188,false,false,false,false,false,33.3344268798828,-7.3073296546936,266.768249511719,-31.3027256822588,145.308276333169,266.76834073849,AM1_MT_Grenfell_1,625
145,AM1_MT_Grenfell_1.0678,37.5545502,11.9122773,38.01,"0.77",12,"0",4,1.76376343,false,false,false,false,false,31.5283508300781,-21.2722778320312,267.202758789062,-31.3028516295492,145.308257363237,267.202872253954,AM1_MT_Grenfell_1,678
146,AM1_MT_Grenfell_1.0161,34.7166023,8.92927572,34.47,"0.58",9,"0",4,1.91564941,false,false,false,false,false,-21.7395439147949,-44.4827537536621,265.228454589844,-31.3030609608151,145.307697855846,265.228647336364,AM1_MT_Grenfell_1,161
147,AM1_MT_Grenfell_1.0009,33.6486168,8.85729119,43.2,"22.21",10,"5",4,2.32418823,false,false,false,false,false,18.1010208129883,26.0802230834961,264.089569091797,-31.3024245663987,145.308116326626,264.089648284018,AM1_MT_Grenfell_1,9
148,AM1_MT_Grenfell_1.0158,29.3214703,10.5194755,29.49,"0.53",10,"0",4,4.2336731,false,false,false,false,false,-4.49144983291626,-50.4667816162109,265.853759765625,-31.3031149298021,145.30787902406,265.853961795568,AM1_MT_Grenfell_1,158
149,AM1_MT_Grenfell_1.0277,27.7727909,7.6851666,28.08,"0.86",8,"0",4,2.83337402,false,false,false,false,false,-50.6476402282715,9.05881214141846,263.474914550781,-31.30257807842,145.307394217397,263.475121909752,AM1_MT_Grenfell_1,277
150,AM1_MT_Grenfell_1.0551,21.993454,7.84463733,21.51,"1",8,"0",4,3.32046509,false,false,false,false,false,-14.8708362579346,16.4882678985596,264.286163330078,-31.3025110745379,145.307770003348,264.286202045158,AM1_MT_Grenfell_1,551
151,AM1_MT_Grenfell_1.0234,19.2524509,7.47163519,19.65,"0.62",7,"0",4,3.00485229,false,false,false,false,false,22.274112701416,-0.863709390163422,266.110412597656,-31.3026675687182,145.308160159633,266.110451512039,AM1_MT_Grenfell_1,234
152,AM1_MT_Grenfell_1.0569,18.7891064,7.66695887,18.94,"0.72",8,"1",4,1.56185913,false,false,false,false,false,-15.6328916549683,17.8079872131348,263.933990478516,-31.3024991722124,145.307761999029,263.934034575708,AM1_MT_Grenfell_1,569
153,AM1_MT_Grenfell_1.0288,18.1547623,5.95845357,18.06,"0.17",6,"0",4,4.1963501,false,false,false,false,false,-33.3201866149902,37.6452369689941,262.225677490234,-31.3023202632171,145.307576219205,262.225875977427,AM1_MT_Grenfell_1,288
154,AM1_MT_Grenfell_1.0373,13.9207325,5.3149458,14.01,"0.25",6,"1",4,3.43173218,false,false,false,false,false,5.63808727264404,-25.3038883209229,266.1005859375,-31.3028879903394,145.30798542125,266.100638818927,AM1_MT_Grenfell_1,373
155,AM1_MT_Grenfell_1.0251,13.491272,3.66864577,12.94,"1.38",4,"0",4,3.34893799,false,false,false,false,false,10.9164113998413,26.766731262207,263.436126708984,-31.3024183749717,145.308040862379,263.436192427762,AM1_MT_Grenfell_1,251
156,AM1_MT_Grenfell_1.0333,12.5923395,11.1537926,12.71,"0.5",11,"0",4,1.27258301,false,false,false,false,false,32.4165573120117,-9.4044303894043,266.949645996094,-31.3027445956414,145.308266692268,266.949735254981,AM1_MT_Grenfell_1,333
157,AM1_MT_Grenfell_1.0166,10.1362572,11.6369337,10,"0.61",11,"0",4,0.986114502,false,false,false,false,false,-20.8793048858643,-45.6491050720215,265.285095214844,-31.3030714799334,145.307706891488,265.285293362103,AM1_MT_Grenfell_1,166
158,AM1_MT_Grenfell_1.0232,9.87017632,7.50446171,9.89,"0.06",8,"0",4,2.37591553,false,false,false,false,false,-24.158073425293,17.446268081665,264.096008300781,-31.3025024343494,145.30767245387,264.096077962779,AM1_MT_Grenfell_1,232
159,AM1_MT_Grenfell_1.0773,8.85101986,5.77270389,8.94,"0.2",6,"0",4,1.29595947,false,false,false,false,false,5.23568677902222,27.6844902038574,262.512145996094,-31.3024100978739,145.307981194331,262.512208463624,AM1_MT_Grenfell_1,773
160,AM1_MT_Grenfell_1.0382,8.68695927,7.97032267,8.7,"0.19",6,"1",4,2.24169922,false,false,false,false,false,9.72305774688721,-46.9387702941895,266.508026123047,-31.3030831112499,145.308028328539,266.50820692908,AM1_MT_Grenfell_1,382
161,AM1_MT_Grenfell_1.0074,7.6587224,8.6714305,7.57,"0.32",8,"0",4,1.26766968,false,false,false,false,false,-41.7942008972168,30.1512317657471,263.220397949219,-31.3023878500691,145.307487211391,263.220606300049,AM1_MT_Grenfell_1,74
162,AM1_MT_Grenfell_1.0567,6.22121525,5.52975759,6.14,"0.11",5,"0",4,1.82870483,false,false,false,false,false,2.09457683563232,12.3977031707764,264.497528076172,-31.3025479666881,145.307948201396,264.497540515848,AM1_MT_Grenfell_1,567
163,AM1_MT_Grenfell_1.0287,5.67706966,9.20809209,4.68,"1.41",9,"1",2,0.235473633,false,false,false,false,false,-4.03318500518799,39.5279922485352,263.28125,-31.3023032835154,145.307883837869,263.281374245882,AM1_MT_Grenfell_1,287
164,AM1_MT_Grenfell_1.0223,5.18301964,4.54376936,4.88,"0.57",5,"0",4,0.994934082,false,false,false,false,false,22.0311279296875,25.4981269836426,263.936279296875,-31.3024298161436,145.30815760691,263.936368479393,AM1_MT_Grenfell_1,223
165,AM1_MT_Grenfell_1.0804,4.99619484,4.33457755,4.93,"0.13",4,"0",4,1.89019775,false,false,false,false,false,5.79990673065186,7.34677696228027,265.229064941406,-31.3025935200588,145.307987120763,265.229071822949,AM1_MT_Grenfell_1,804
166,AM1_MT_Grenfell_1.0918,4.36708069,5.25144562,4.45,"0.14",5,"0",4,1.23272705,false,false,false,false,false,5.21787071228027,8.4362325668335,265.058380126953,-31.3025836944607,145.307981007277,265.058387858793,AM1_MT_Grenfell_1,918
167,AM1_MT_Grenfell_1.0670,4.22053862,4.05312181,4.13,"0.22",5,"1",4,1.75506592,false,false,false,false,false,31.5195388793945,-21.8936290740967,267.181976318359,-31.3028572334002,145.308257270701,267.182091850787,AM1_MT_Grenfell_1,670
168,AM1_MT_Grenfell_1.0369,3.95611858,6.97764531,3.94,"0.17",7,"0",4,0.975006104,false,false,false,false,false,32.2000160217285,-10.9122629165649,267.138580322266,-31.3027581945035,145.308264417837,267.138670897111,AM1_MT_Grenfell_1,369
169,AM1_MT_Grenfell_1.0850,3.82723117,5.78864701,4.37,"1.09",6,"1",4,0.949584961,false,false,false,false,false,-52.4588661193848,0.928924083709717,263.786987304688,-31.3026514003185,145.307375192576,263.787202897482,AM1_MT_Grenfell_1,850
170,AM1_MT_Grenfell_1.0145,3.57423902,5.8428172,3.48,"0.18",6,"0",4,0.889587402,false,false,false,false,false,-51.5358734130859,2.74358820915222,263.779632568359,-31.3026350342356,145.307384887437,263.779841168784,AM1_MT_Grenfell_1,145
171,AM1_MT_Grenfell_1.0516,3.25031614,5.63839413,3.21,"0.14",6,"0",4,1.01669312,false,false,false,false,false,-21.6620502471924,-45.1137466430664,265.08154296875,-31.3030666516338,145.307698669795,265.081739900634,AM1_MT_Grenfell_1,516
172,AM1_MT_Grenfell_1.0298,2.04000211,7.01578781,2.19,"0.62",7,"1",3,0.0136108398,false,false,false,false,false,28.4796142578125,-24.7961654663086,267.288635253906,-31.302883410905,145.308225340501,267.288747166283,AM1_MT_Grenfell_1,298
173,AM1_MT_Grenfell_1.0785,1.56257272,4.10275422,1.56,"0.03",4,"0",4,1.30038452,false,false,false,false,false,26.7856845855713,-11.4965124130249,266.636169433594,-31.3027634638854,145.308207547739,266.636236026883,AM1_MT_Grenfell_1,785
174,AM1_MT_Grenfell_1.0525,0.625250399,5.47570996,0.63,NA,5,NA,1,0.123687744,false,false,false,false,false,47.193172454834,-25.6720180511475,268.057708740234,-31.3028913094185,145.308421901033,268.057935040444,AM1_MT_Grenfell_1,525
175,AM1_MT_Grenfell_1.0154,0.565190554,4.19012755,0.57,NA,4,NA,1,0.00796508789,false,false,false,false,false,21.6602649688721,-25.543119430542,266.900512695312,-31.3028901477033,145.308153712515,266.900600790046,AM1_MT_Grenfell_1,154
176,AM1_MT_Grenfell_1.0925,0.42433852,3.61959599,0.42,NA,4,NA,1,-0.00604248047,false,false,false,false,false,-16.5126876831055,19.7756958007812,263.80810546875,-31.3024814257926,145.307752758026,263.808157602325,AM1_MT_Grenfell_1,925
177,AM1_MT_Grenfell_1.0000,0.383743852,4.50779423,0.4,"0.05",4,"0",3,0.0398864746,false,false,false,false,false,44.5726737976074,-29.7950553894043,267.729949951172,-31.3029284944293,145.308394376458,267.730175416917,AM1_MT_Grenfell_1,0
178,AM1_MT_Grenfell_1.0506,0.305707872,2.35078298,0.35,"0.1",3,"1",4,0.459320068,false,false,false,false,false,-34.4461517333984,9.6969051361084,264.182250976562,-31.3025723241774,145.307564391678,264.182351303287,AM1_MT_Grenfell_1,506
179,AM1_MT_Grenfell_1.0065,0.232203245,2.28528641,0.24,"0.01",2,"0",3,0.00219726562,false,false,false,false,false,-10.4108610153198,-63.0565948486328,265.813385009766,-31.303228474946,145.307816848375,265.813706435263,AM1_MT_Grenfell_1,65
180,AM1_MT_Grenfell_1.0189,0.130327895,2.23034453,0.13,NA,2,NA,1,0.00329589844,false,false,false,false,false,38.5458183288574,4.86313581466675,265.96337890625,-31.3026159189408,145.308331071264,265.963497131132,AM1_MT_Grenfell_1,189
181,AM1_MT_Grenfell_1.0195,0.04014723,1.50829377,0.04,"0",1,"0",2,0.147705078,false,false,false,false,false,30.3536529541016,-24.3542556762695,267.250061035156,-31.3028794253577,145.308245024725,267.250179874711,AM1_MT_Grenfell_1,195
182,AM1_MT_Grenfell_2.1930,2810.76465,42.6835626,2789.48,"353.53",47,"7",4,12.8545837,false,false,false,false,false,73.0403289794922,-19.2566375732422,272.742370605469,-31.2836543528584,145.289455582241,272.742817611434,AM1_MT_Grenfell_2,1930
183,AM1_MT_Grenfell_2.0485,2326.8064,58.0978215,2240.28,"113",59,"1",4,10.3579102,false,false,false,false,false,31.5118370056152,-38.1545448303223,273.122772216797,-31.2838247917346,145.289019471239,273.122964561917,AM1_MT_Grenfell_2,485
184,AM1_MT_Grenfell_2.0570,2235.02832,57.8220367,2270.55,"103.25",60,"2",4,10.9436646,false,false,false,false,false,105.104019165039,-53.5538940429688,272.587097167969,-31.2839636715779,145.289792302804,272.58818806801,AM1_MT_Grenfell_2,570
185,AM1_MT_Grenfell_2.1952,2071.27173,19.7698578,2079.96,"96.55",40,"23",4,10.7124023,false,false,false,false,false,72.1703338623047,11.927267074585,272.855102539062,-31.2833731105362,145.289446443722,272.855521661229,AM1_MT_Grenfell_2,1952
186,AM1_MT_Grenfell_2.0607,1959.87244,6.79879561,2016.63,"450.45",32,"23",4,13.399353,false,false,false,false,false,43.2178726196289,-62.5876197814941,273.012176513672,-31.2840451491248,145.289142403482,273.012631095946,AM1_MT_Grenfell_2,607
187,AM1_MT_Grenfell_2.0184,1364.776,21.9030008,1360.71,"94.79",28,"14",4,12.2455444,false,false,false,false,false,76.7196655273438,-74.4574127197266,272.897644042969,-31.2841521990593,145.289494225017,272.898541348055,AM1_MT_Grenfell_2,184
188,AM1_MT_Grenfell_2.0558,1197.56714,47.7288425,1193.58,"31.81",42,"12",4,12.0025635,false,false,false,false,false,61.0992965698242,-49.0379219055176,273.063354492188,-31.2839229458942,145.289330185241,273.06383612752,AM1_MT_Grenfell_2,558
189,AM1_MT_Grenfell_2.0119,1191.18494,41.4346337,1196.26,"14.8",31,"10",4,12.8407898,false,false,false,false,false,105.216300964355,-23.7321796417236,272.426879882812,-31.2836947145657,145.289793478827,272.427791235037,AM1_MT_Grenfell_2,119
