fid,OBJECTID,PCTID,PCTName,vegForm,vegClass,form_PCT,labels,Shape_Length,Shape_Area
663,6507325,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,624.477686781166,8930.98339035886
664,6507326,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,24.3733824121116,28.7383046487294
665,6507327,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,2926.90706717877,71575.1365268481
666,6507328,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,822.701696381516,14677.6398348084
667,6507330,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,1960.61640117275,39070.5421396778
668,6507334,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,1003.67151176256,30766.5126110522
669,6507335,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,6198.48342441966,219121.944061448
670,6507336,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,15413.9465071163,595552.353307098
671,6507339,208,River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,Semi-arid Woodlands (Grassy sub-formation),Inland Floodplain Woodlands,(Semi-arid Woodlands (Grassy sub-formation)) River Red Gum low woodland of rocky gorges and creeks in the Cobar Peneplain,PCT : 208,3670.43227852194,98385.7418558448
672,6507340,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1927.8559906738,36591.7650319454
673,6507341,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,188.0811380268,2260.10904701111
674,6507342,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,150.521431195996,1313.91422379264
675,6507343,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,167.760621699397,1931.82390407209
676,6507344,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,211.844715526605,2332.82509876595
677,6507345,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,364.690181507088,5532.83756259044
678,6507346,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,292.510862103336,4948.9023523579
679,6507347,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,672.453762181817,13742.3089769851
680,6507348,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,153.53945985579,1454.98084513418
681,6507349,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,401.104237153847,7610.15619303261
682,6507350,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,334.42691559987,3559.56151260307
683,6507351,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,273.598189882916,4675.86262420239
684,6507352,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,192.350117345679,1906.83219260875
685,6507353,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,653.131816229259,10771.3126544845
686,6507354,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,924.471318789224,23200.4031352656
687,6507355,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,328.564242444399,4583.26791896408
688,6507356,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,337.643486052907,3596.88696754729
689,6507357,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,552.156629332791,9743.15884659689
690,6507358,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,322.238968326862,4608.88041219242
691,6507359,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1213.7580009917,18251.9860632802
692,6507360,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,372.706750488629,4539.03533152809
693,6507361,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,545.535494918197,9384.6077952301
694,6507362,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1040.24419448386,23222.239145358
695,6507363,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,429.212079551395,5473.44892102025
696,6507364,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,660.010140199076,10918.576189029
697,6507365,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,278.045313573326,4151.87661865745
698,6507366,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,269.232913335813,2738.55769917446
699,6507367,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,241.213526599933,2578.04614723839
700,6507368,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,245.579337757496,2665.33405238834
701,6507369,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,226.783873190216,3255.23896981909
702,6507370,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,241.218882645985,3039.73970747711
703,6507371,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,215.63721799732,1902.61094077441
704,6507372,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,252.538318840635,2339.12358359372
705,6507373,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,122.753441819856,895.272113745698
706,6507374,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,578.923539502358,10308.392885036
707,6507375,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,454.633507380019,8743.05916777543
708,6507376,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,198.850915871855,1543.73832691252
709,6507377,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1263.26358045179,26426.8865035896
710,6507378,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,884.14729643891,15659.9656833576
711,6507379,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,362.403045248732,5561.3736912854
712,6507380,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,464.088218175273,10123.1931333827
713,6507381,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,215.807190240106,2038.63424996091
714,6507382,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,586.811204009313,8686.61822162684
715,6507383,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,3839.39070413497,88350.6109226744
716,6507384,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,892.025190183162,15497.954596126
717,6507385,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,878.942520362388,12455.0861723131
718,6507387,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,660.561064851022,11575.2330834008
719,6507390,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,294.926529266585,3945.97140035398
720,6507392,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1070.3232377815,24964.0553199899
721,6507393,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,3433.01018076233,76297.208628237
722,6507397,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,264.005855708343,2717.19209504593
723,6507398,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,435.912803357966,5307.42552500311
724,6507400,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,446.553014336592,9872.30183828978
725,6507401,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,235.658802218436,2333.33478807019
726,6507403,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,925.011876591198,24856.4086450431
727,6507405,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,3705.35745102159,92797.9131832792
728,6507408,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,1202.29664822142,21194.8461480602
729,6507409,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,2492.47249720958,78148.6670435853
730,6507410,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,3600.81218042042,81662.8479087207
731,6507413,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,808.779462529206,8639.21679118207
732,6507415,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,194.148740842162,2221.22788920775
733,6507437,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,4002.58295976322,172596.375164269
734,6507438,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,162.984931736376,1808.48377885692
735,6507441,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,6626.53083214177,431094.538401233
736,6507446,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,867.279562188065,18301.1936909024
737,6507448,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,704.908793825493,10480.3417460608
738,6507449,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,650.831980846577,11355.224965095
739,6507455,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,221.489495980656,1814.65850215402
740,6507456,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,591.807022067853,10655.5856089736
741,6507457,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,539.096284389005,7863.67592380608
742,6507458,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,676.750776666144,15633.6977528246
743,6507459,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,882.903409998105,21717.7225497236
744,6507460,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,418.322500769247,7151.78291680252
745,6507461,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,206.736285340299,1798.24845688133
746,6507462,218,Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,Semi-arid Woodlands (Shrubby sub-formation),Inland Rocky Hill Woodlands,(Semi-arid Woodlands (Shrubby sub-formation)) Grey Mallee - Mulga shrubland of the north-western Cobar Peneplain Bioregion,PCT : 218,163.155310310011,1637.17811702426
